designation,source_id,bp_rp,bp_g,g_rp,l,b
Gaia DR2 3497758629276049920,3497758629276049920,2.0127048,1.0119734,1.0007315,306.9641683660903,37.75073234691178
Gaia DR2 1814638049229278336,1814638049229278336,2.5149431,1.3523693,1.1625738,66.30170810900297,-14.734305507758641
Gaia DR2 2203199956630488064,2203199956630488064,2.2108374,1.1414623,1.069375,102.90569916356199,4.688149920375084
Gaia DR2 230247600399745920,230247600399745920,0.84756565,0.35623074,0.49133492,157.7211776000034,-9.291590134444252
Gaia DR2 1144106174427322240,1144106174427322240,2.549675,1.3753738,1.1743011,132.50787867982356,33.06783682361855
Gaia DR2 514116454449267200,514116454449267200,1.6098785,0.76424694,0.8456316,134.56455716988188,2.3583252528444887
Gaia DR2 1749144505248271744,1749144505248271744,2.024373,1.0257502,0.9986229,53.003308960082265,-19.46050063881999
Gaia DR2 2008992603647484288,2008992603647484288,1.6973591,0.81257915,0.88477993,107.92378077598417,-3.717112918888619
Gaia DR2 3107233024177432960,3107233024177432960,2.2486238,1.1811943,1.0674295,213.05141574215278,-2.5616357010687234
Gaia DR2 235840678609579904,235840678609579904,1.272706,0.57089424,0.7018118,150.81727172839365,-15.146356219117157
Gaia DR2 2080031122199787904,2080031122199787904,2.6927528,1.5008907,1.1918621,78.5727453571131,11.280374641450926
Gaia DR2 474935460668294272,474935460668294272,2.1151342,1.0828495,1.0322847,142.3492292944711,6.134476827155337
Gaia DR2 2012969945220780160,2012969945220780160,2.4887886,1.3353329,1.1534557,115.92492313339068,-0.0028063855007305436
Gaia DR2 5474547392032236416,5474547392032236416,2.5117722,1.3597469,1.1520252,264.4505650470721,29.178198311721665
Gaia DR2 510322035518066688,510322035518066688,2.9914436,1.7066345,1.2848091,126.23487992887928,-2.7406707900699305
Gaia DR2 3252691265701415936,3252691265701415936,1.8420563,0.9064131,0.9356432,193.9680503718386,-35.49979331520104
Gaia DR2 961507941942163072,961507941942163072,2.4039392,1.2514915,1.1524477,167.7943700105927,10.421519949176485
Gaia DR2 3913346983461089024,3913346983461089024,2.713438,1.5049515,1.2084866,257.3512397547344,67.1216315158387
Gaia DR2 2938754342055905024,2938754342055905024,1.6943998,0.81824493,0.8761549,230.38146757830654,-12.489672152425877
Gaia DR2 2146971172502407936,2146971172502407936,2.3947487,1.2724018,1.1223469,84.454461398996,21.9400319584086
Gaia DR2 2064328275083623168,2064328275083623168,2.909893,1.6729908,1.2369022,78.91482485917598,0.2920441877239611
Gaia DR2 3342244318826392832,3342244318826392832,1.7302666,0.8389015,0.89136505,197.9217526898338,-4.788883433065084
Gaia DR2 1849580460040877312,1849580460040877312,2.4603395,1.3196163,1.1407232,79.96187677976114,-16.587554665392645
Gaia DR2 475909112573142400,475909112573142400,2.1725264,1.1205883,1.051938,144.9152071168652,10.21349539101471
Gaia DR2 2017104800431912832,2017104800431912832,2.0956287,1.0665188,1.02911,115.89794178755709,2.1588212307395764
Gaia DR2 1005713325900610560,1005713325900610560,2.4377937,1.2851143,1.1526794,154.15841560577482,18.11800364124691
Gaia DR2 2230003614871415168,2230003614871415168,2.0335598,1.0308495,1.0027103,113.57522917573934,11.3277860785517
Gaia DR2 1773007446622707328,1773007446622707328,1.54393,0.72731686,0.8166132,73.67828359284692,-27.932023698048994
Gaia DR2 1837935459372639488,1837935459372639488,1.8577814,0.9160719,0.9417095,68.10730245689534,-16.40646861783891
Gaia DR2 4207396490550189568,4207396490550189568,2.0942802,1.070734,1.0235462,32.24064366713943,-13.212108365243141
Gaia DR2 1986729967080733184,1986729967080733184,2.103754,1.0738163,1.0299377,100.0197946878486,-9.425842314563962
Gaia DR2 439717965790780928,439717965790780928,2.7987347,1.5652466,1.2334881,143.99404587423442,-6.836406631672624
Gaia DR2 245286514287796608,245286514287796608,2.5649529,1.3977222,1.1672306,151.40718899916644,-5.803846497436188
Gaia DR2 2134927573110309504,2134927573110309504,2.3099403,1.1322422,1.1776981,82.53604562675926,12.732106020266967
Gaia DR2 3042027582302255232,3042027582302255232,2.6132412,1.4477291,1.1655121,225.45466606359605,6.574712738192799
Gaia DR2 2267627837620688000,2267627837620688000,2.1824255,1.12819,1.0542355,104.42131253903823,25.42053109695936
Gaia DR2 961769282111394048,961769282111394048,2.555153,1.3785248,1.1766281,170.39586331736487,12.976106357539134
Gaia DR2 207282994384681856,207282994384681856,1.9748716,0.99045086,0.9844208,165.3217098775131,3.2666368526034533
Gaia DR2 574741189133546880,574741189133546880,2.6286354,1.4538898,1.1747456,124.9181614402273,24.078197940484845
Gaia DR2 6878945382217641216,6878945382217641216,2.5350266,1.3594284,1.1755981,29.457822745345297,-22.507847732227678
Gaia DR2 3128909552319082368,3128909552319082368,1.7579613,0.854743,0.90321827,209.21510510870564,1.7527575388273404
Gaia DR2 1924530594293050624,1924530594293050624,2.728773,1.5183163,1.2104568,104.74609418337715,-17.647764361874327
Gaia DR2 1775164825874846848,1775164825874846848,1.7703114,0.86330223,0.9070091,78.05905475591435,-32.25857601109604
Gaia DR2 5157012831975675520,5157012831975675520,1.6312456,0.7785225,0.8527231,195.2548673387229,-60.9484575186527
Gaia DR2 229424581587834752,229424581587834752,1.2864475,0.5810232,0.7054243,157.92173711907893,-5.521013028941938
Gaia DR2 278300209903575552,278300209903575552,2.2758837,1.1914301,1.0844536,149.70298823662142,6.827450374270713
Gaia DR2 3999583737716614656,3999583737716614656,2.9387627,1.6655331,1.2732296,237.15708798653512,76.11399706242166
Gaia DR2 508627314444951680,508627314444951680,2.2315674,1.1602621,1.0713053,131.0063101496754,-0.4538967111619885
Gaia DR2 3425299468683067264,3425299468683067264,2.6331291,1.4489937,1.1841354,187.57281106645408,1.638913445324674
Gaia DR2 518495053343559808,518495053343559808,2.6596937,1.4722004,1.1874933,130.61106996150983,3.4281557704871837
Gaia DR2 24594120903923584,24594120903923584,2.1467018,1.1075859,1.0391159,156.4585550284578,-45.93382189384781
Gaia DR2 2010645375776770304,2010645375776770304,2.5560284,1.3870306,1.1689978,110.9532060605067,-1.414781691046176
Gaia DR2 276898366943529472,276898366943529472,1.3266344,0.6004553,0.7261791,148.7969629602305,4.969922623453244
Gaia DR2 377531233091627264,377531233091627264,2.671381,1.4354324,1.2359486,122.80776483304153,-18.075289527352652
Gaia DR2 1771060933084690816,1771060933084690816,1.8178816,0.8955574,0.9223242,65.84782319020438,-26.064610692389536
Gaia DR2 1995311586617449728,1995311586617449728,1.7369642,0.8411112,0.89585304,107.7188206164536,-7.234725429587708
Gaia DR2 2533686733594864512,2533686733594864512,1.9221735,0.95788765,0.96428585,136.32403763178021,-63.05740812898674
Gaia DR2 396730394036872064,396730394036872064,1.486722,0.6967802,0.7899418,129.0032258711597,-18.639171298922214
Gaia DR2 1830333337211570176,1830333337211570176,1.9983406,1.0071468,0.9911938,63.70944563307684,-7.23298341367298
Gaia DR2 2010254946072702208,2010254946072702208,2.3293467,1.2303963,1.0989504,109.16720966617054,-1.6467669609249258
Gaia DR2 2746594241053045760,2746594241053045760,2.4760857,1.3251114,1.1509743,98.83873195982191,-52.150372790780736
Gaia DR2 2001018013308235776,2001018013308235776,2.8750954,1.5938282,1.2812672,99.12422129351283,-4.535116950197321
Gaia DR2 247074973030462208,247074973030462208,2.4183846,1.2923298,1.1260548,151.54382687902662,-3.4030902851961597
Gaia DR2 3509415411035607296,3509415411035607296,2.316494,1.2180023,1.0984917,306.36451715659103,44.294794825265484
Gaia DR2 1836799187127333632,1836799187127333632,2.3230696,1.2248068,1.0982628,66.35922724701177,-2.814401695927962
Gaia DR2 1165188072938276224,1165188072938276224,2.7293682,1.5161343,1.213234,17.35369750731977,47.09954924174335
Gaia DR2 22087848572494208,22087848572494208,2.7423954,1.511261,1.2311344,163.9429519376627,-42.75003663297098
Gaia DR2 385453248730005760,385453248730005760,2.0545788,1.0414505,1.0131283,115.70250244967833,-18.592903698663942
Gaia DR2 1719866434744560640,1719866434744560640,2.6962175,1.4904652,1.2057524,122.84334230004572,35.241274363959626
Gaia DR2 5666989101149545728,5666989101149545728,2.3976374,1.2819653,1.1156721,258.5738307173302,25.61691504604837
Gaia DR2 1987468731516556160,1987468731516556160,2.5937061,1.3891716,1.2045345,99.80336483401503,-7.936736292743926
Gaia DR2 998722562250119424,998722562250119424,2.6302376,1.4504623,1.1797752,157.6426719912641,17.627251283370946
Gaia DR2 539127114158188416,539127114158188416,2.320469,1.223073,1.0973959,121.98971339638531,12.668806145756067
Gaia DR2 5683055096335037824,5683055096335037824,2.9477863,1.6879482,1.2598381,247.16723861012278,22.842217882630273
Gaia DR2 2011395929902669312,2011395929902669312,2.4130764,1.2892189,1.1238575,114.23353126350545,-1.644040984360406
Gaia DR2 2085047884521666176,2085047884521666176,2.7117376,1.5096855,1.2020521,85.87022790767752,7.898982882224182
Gaia DR2 3400087667066875648,3400087667066875648,2.2957964,1.1900063,1.1057901,187.22427633681653,-3.3188657587318726
Gaia DR2 2126215627087009280,2126215627087009280,2.830349,1.5652122,1.2651367,76.10877617723634,13.375850162105557
Gaia DR2 4598737555321100672,4598737555321100672,1.8825645,0.92972946,0.9528351,53.34513499275196,30.55178787269129
Gaia DR2 3012275867101426304,3012275867101426304,2.123701,1.0854473,1.0382538,213.39797756388123,-19.610124115749425
Gaia DR2 676929731099445504,676929731099445504,2.5102434,1.3475876,1.1626558,200.49692560012244,27.020243877341052
Gaia DR2 2264255291859580800,2264255291859580800,2.4609814,1.318079,1.1429024,102.61814921602975,23.54872673153344
Gaia DR2 3453617944707289216,3453617944707289216,1.7455273,0.85126686,0.8942604,175.58020548694853,7.543677672875844
Gaia DR2 1805006602249152640,1805006602249152640,2.5694923,1.385828,1.1836643,57.20960396292141,-13.333383988163478
Gaia DR2 3369954863702297088,3369954863702297088,2.5601616,1.3887234,1.1714382,194.10348280315668,0.12966621916450735
Gaia DR2 4534691965087283328,4534691965087283328,2.6236382,1.4374199,1.1862183,56.46329070759918,10.575111428383831
Gaia DR2 424502752090156288,424502752090156288,1.7378502,0.8439722,0.893878,122.33366243696791,-6.4515291208151275
Gaia DR2 1150874355691761408,1150874355691761408,2.419176,1.2931004,1.1260757,126.42391584825224,30.094778657961385
Gaia DR2 212990215646090496,212990215646090496,2.3162203,1.2137547,1.1024656,161.06161934482301,6.029943150221156
Gaia DR2 3056395145559634432,3056395145559634432,2.766859,1.4937286,1.2731304,223.69159153275814,9.981248399340389
Gaia DR2 4425988713638720384,4425988713638720384,2.2071886,1.1429424,1.0642462,12.259579926939216,41.8622620658191
Gaia DR2 413058588395405312,413058588395405312,2.1202497,1.0893011,1.0309486,127.3965679057531,-4.624822937126343
Gaia DR2 1807729508449556352,1807729508449556352,1.6537695,0.7935381,0.8602314,54.67128291659538,-8.194754577176376
Gaia DR2 284161324137283840,284161324137283840,2.872839,1.6195698,1.2532692,150.46936751358575,10.671325184716078
Gaia DR2 6772528904507592704,6772528904507592704,2.2442503,1.1397467,1.1045036,16.66875378368574,-17.105970177885865
Gaia DR2 2082337412258585600,2082337412258585600,2.7108612,1.4764576,1.2344036,81.34298331252204,7.838333003597439
Gaia DR2 421909004161161088,421909004161161088,2.1208572,1.0852785,1.0355787,119.76763065275112,-5.032756497138053
Gaia DR2 3446819767393242752,3446819767393242752,2.6791286,1.4600391,1.2190895,175.8652976772883,-4.008896102513306
Gaia DR2 5599077151292932096,5599077151292932096,1.6468582,0.7892847,0.8575735,244.85195856280373,-1.8192714462149273
Gaia DR2 545013143499613184,545013143499613184,2.567626,1.4067249,1.1609011,131.25218836678914,8.795652728721505
Gaia DR2 3016562450622221056,3016562450622221056,2.6983757,1.4895992,1.2087765,210.23542553681125,-20.045711029636546
Gaia DR2 468035578528132352,468035578528132352,2.7592735,1.5494862,1.2097874,136.41357278848926,5.67786665516887
Gaia DR2 5693989842554127232,5693989842554127232,2.8761272,1.6095009,1.2666264,245.61727748488167,2.4725615736620643
Gaia DR2 192005963220544768,192005963220544768,2.7708187,1.5172672,1.2535515,170.78631780342005,7.752724075562594
Gaia DR2 3282850663492099968,3282850663492099968,2.74679,1.5411816,1.2056084,190.93105829912972,-26.224835036674946
Gaia DR2 506944889856368256,506944889856368256,2.1696758,1.1211176,1.0485582,132.45147304478496,-3.01458469833809
Gaia DR2 4292395680076972544,4292395680076972544,2.6209898,1.4361687,1.1848211,39.85483693630054,-4.479545190048171
Gaia DR2 4387443581178599808,4387443581178599808,2.3193226,1.2238121,1.0955105,23.72869505874767,22.345533442929202
Gaia DR2 4586503250783888128,4586503250783888128,2.9709759,1.6916046,1.2793713,56.16576563263394,17.57954892410887
Gaia DR2 5694304582065476224,5694304582065476224,2.2772303,1.1916924,1.0855379,246.03864373347116,4.988915602416605
Gaia DR2 265568685590563328,265568685590563328,2.1788092,1.123147,1.0556622,156.33492852411152,14.479166173471967
Gaia DR2 3320033535403126912,3320033535403126912,2.282443,1.2039909,1.0784521,202.0665350771927,-10.751782788434909
Gaia DR2 4165554571256902016,4165554571256902016,3.091629,1.7677231,1.323906,17.354985210603076,10.37180262387988
Gaia DR2 2249577082211779456,2249577082211779456,2.986126,1.6605568,1.3255692,100.43032586955088,17.232937406325494
Gaia DR2 1970884458343660800,1970884458343660800,2.3173513,1.2228155,1.0945358,88.90915542265549,-3.880081722841216
Gaia DR2 2083784094681920640,2083784094681920640,0.7055855,0.28795433,0.41763115,84.60868102037726,5.888209970647251
Gaia DR2 98159145383540992,98159145383540992,2.3630505,1.254427,1.1086235,140.77200452004558,-38.5930047880517
Gaia DR2 532273961265358464,532273961265358464,1.973094,0.99340534,0.97968864,125.99414125997014,6.166324748181612
Gaia DR2 1823509252667511296,1823509252667511296,2.3216734,1.2258463,1.0958271,59.34076717654432,-5.935766046748115
Gaia DR2 2189781383589240192,2189781383589240192,2.2825594,1.1951017,1.0874577,97.19157464566298,6.68766589889087
Gaia DR2 3453245412127783552,3453245412127783552,2.239008,1.1711493,1.0678587,176.7346780233563,6.7064002556039455
Gaia DR2 2275852459474001664,2275852459474001664,2.621026,1.4336739,1.1873522,105.47687650130919,20.63372435465922
Gaia DR2 3376658040638678400,3376658040638678400,2.7371616,1.5007801,1.2363815,189.97365320987794,2.2132488019670347
Gaia DR2 144216313083034880,144216313083034880,2.4052896,1.2691689,1.1361208,176.7074344914406,-19.125815209405225
Gaia DR2 3316865838108697088,3316865838108697088,2.3863735,1.2711544,1.1152191,202.8303109306431,-9.623127828084952
Gaia DR2 3315848789852176256,3315848789852176256,1.9399147,0.969882,0.9700327,204.7245097241812,-12.074297161416798
Gaia DR2 1948624570551075328,1948624570551075328,2.6507826,1.4568939,1.1938887,88.98673998039273,-15.640676488273916
Gaia DR2 6879367835199664896,6879367835199664896,2.521079,1.3681622,1.1529169,29.790552990021606,-24.66536391644224
Gaia DR2 2174099186684364160,2174099186684364160,2.8103313,1.5837927,1.2265387,99.6144108578109,0.9276546074852644
Gaia DR2 4344587744663619200,4344587744663619200,2.6135178,1.4358711,1.1776466,4.3022595801830725,27.13234044803767
Gaia DR2 2994432889329193472,2994432889329193472,1.8869019,0.9334345,0.95346737,220.69191618275136,-15.365453744946992
Gaia DR2 3117782043669363584,3117782043669363584,2.0808058,1.0639715,1.0168343,211.58927545038912,-8.44622262138188
Gaia DR2 6272290872379450240,6272290872379450240,2.4564075,1.3150749,1.1413326,330.84608878398984,33.25320107751286
Gaia DR2 3348649940425848576,3348649940425848576,2.6916208,1.5007277,1.1908932,193.34483883065948,-3.364046470794856
Gaia DR2 2086402139243885312,2086402139243885312,3.116724,1.7495518,1.3671722,81.38973896283639,10.582312215482707
Gaia DR2 4248225892778752128,4248225892778752128,2.5121326,1.3544979,1.1576347,45.77060993614987,-13.43642483103743
Gaia DR2 2065146311744620288,2065146311744620288,2.3572702,1.2454958,1.1117744,81.59981512039299,-2.21297604765068
Gaia DR2 3002965408797612928,3002965408797612928,2.3622026,1.2522955,1.1099072,219.40809860321085,-8.513501633970094
Gaia DR2 4323200594252059520,4323200594252059520,2.8372803,1.5716686,1.2656116,52.879875747227615,0.484749793031746
Gaia DR2 1957114312144648704,1957114312144648704,1.8888655,0.93903637,0.9498291,92.96229302168267,-13.866345383903305
Gaia DR2 3542729960522590976,3542729960522590976,1.8563194,0.9145489,0.94177055,284.94117280459346,40.77195102939547
Gaia DR2 2953878777330878720,2953878777330878720,2.6252356,1.4435444,1.1816912,222.39066695159593,-6.826050753386398
Gaia DR2 3396120049283986432,3396120049283986432,2.7669373,1.5522671,1.2146702,189.6624524636963,-9.144915465771682
Gaia DR2 238906391905717632,238906391905717632,2.0745363,1.0560617,1.0184746,150.2094467793698,-15.329148753415888
Gaia DR2 414994995864762496,414994995864762496,2.6513262,1.4603691,1.1909571,122.51510793814889,-12.161156612532407
Gaia DR2 3241872792837926016,3241872792837926016,2.503375,1.3587532,1.1446218,193.39890777017052,-19.373781233741038
Gaia DR2 3154344245566809856,3154344245566809856,2.6436634,1.4556122,1.1880512,207.39848342111827,7.33458865522816
Gaia DR2 3317693770365509888,3317693770365509888,2.235034,1.1634016,1.0716324,204.85689137330425,-5.288431399605108
Gaia DR2 285359727387819904,285359727387819904,2.7582827,1.538765,1.2195177,148.56794734139658,11.308931483330243
Gaia DR2 6233342665834383744,6233342665834383744,2.989564,1.72402,1.2655439,342.2681510555267,20.822866280606338
Gaia DR2 2053752828672258048,2053752828672258048,2.5219564,1.3654985,1.1564579,69.47721626001017,-2.0848875467433063
Gaia DR2 451109456009893376,451109456009893376,2.6696978,1.4831257,1.1865721,140.48828088390053,-7.734484406155382
Gaia DR2 426623916181315840,426623916181315840,0.66842175,0.27213192,0.39628983,124.3481465861759,-1.7038125352878808
Gaia DR2 179017883326328576,179017883326328576,2.2554321,1.1845837,1.0708485,162.41703307756754,-4.928738953420713
Gaia DR2 3306811701920744448,3306811701920744448,2.846774,1.6095963,1.2371778,183.73904210748992,-25.322327432886336
Gaia DR2 3032399781755594880,3032399781755594880,1.8114653,0.8715992,0.93986607,227.88790626446675,-2.0471719630745366
Gaia DR2 944149264678061056,944149264678061056,2.154296,1.1242561,1.0300398,178.12578480078548,16.08027806833277
Gaia DR2 458685159848885888,458685159848885888,2.8356934,1.5650635,1.2706299,134.29297491050136,-3.1056547764724582
Gaia DR2 267776887192982784,267776887192982784,2.5461082,1.3843699,1.1617384,154.13202889393813,9.895497582321843
Gaia DR2 517636334762357248,517636334762357248,3.3164043,1.979826,1.3365784,132.3393528574223,6.357153599534172
Gaia DR2 194841397548482560,194841397548482560,3.3842907,2.0146751,1.3696156,167.0603405794218,2.4571498455620424
Gaia DR2 5463519015527902208,5463519015527902208,2.4611273,1.3203783,1.140749,264.66055238723783,19.085970153372898
Gaia DR2 2187273294481108224,2187273294481108224,2.5754194,1.4036455,1.1717739,93.43245730411769,9.65268743223869
Gaia DR2 4273314171136531584,4273314171136531584,2.2382212,1.1610575,1.0771637,30.73966381755662,5.875910536041474
Gaia DR2 4359752586992476672,4359752586992476672,2.2144003,1.1565237,1.0578766,14.401317420437364,16.717905372314345
Gaia DR2 3059259270274944896,3059259270274944896,2.5391455,1.3857841,1.1533613,220.23390413000544,3.606414564175427
Gaia DR2 458263016105795328,458263016105795328,2.4565802,1.3222046,1.1343756,135.01649429458075,-4.4773842562673485
Gaia DR2 464093451386850944,464093451386850944,3.244278,1.907547,1.336731,137.38348295052717,-0.6939054561633073
Gaia DR2 2230058487373542528,2230058487373542528,2.742506,1.5304718,1.2120342,113.73906622526371,11.536522143395008
Gaia DR2 6852218968963678208,6852218968963678208,2.7902622,1.5578327,1.2324295,19.75894367027451,-25.372847870607764
Gaia DR2 4266304887652619008,4266304887652619008,2.198574,1.1451292,1.0534449,33.33862891419531,-0.0630273939424908
Gaia DR2 4507802549254014720,4507802549254014720,2.3157501,1.222723,1.0930271,48.24602515420295,5.422133235624824
Gaia DR2 3418357461501099136,3418357461501099136,3.126072,1.8138084,1.3122635,179.71096498481276,-11.223901409739993
Gaia DR2 5112762608559140224,5112762608559140224,2.5753813,1.4005384,1.1748428,203.0403069031879,-51.18977368385298
Gaia DR2 1827431279370968192,1827431279370968192,2.1481066,1.101574,1.0465326,57.956525649142314,-1.3471882162770883
Gaia DR2 5644174582769356032,5644174582769356032,1.2677622,0.52351,0.7442522,250.46723025443598,3.5593321856086946
Gaia DR2 4273286683345689472,4273286683345689472,2.4543648,1.3157759,1.1385889,30.57273891404077,5.638936711401085
Gaia DR2 1750545145622862080,1750545145622862080,2.9238844,1.6680241,1.2558603,56.960745192168645,-21.678819402462338
Gaia DR2 2819079506457960576,2819079506457960576,3.0075169,1.7381058,1.2694111,92.31368198397402,-38.56277642685086
Gaia DR2 17293535494102400,17293535494102400,2.0083838,1.0144606,0.9939232,168.74967883453573,-37.71095363287493
Gaia DR2 3302079438234994176,3302079438234994176,2.2856636,1.2037811,1.0818825,180.1095919906754,-31.917843614881708
Gaia DR2 3339355562475997568,3339355562475997568,3.6694212,2.2598286,1.4095926,192.5129753452382,-13.447316250029687
Gaia DR2 99915890086770560,99915890086770560,0.8097873,0.3397684,0.47001886,149.35246134417417,-35.64294076194166
Gaia DR2 3439162768415865600,3439162768415865600,2.948841,1.6856775,1.2631636,181.3542112437109,9.233531711389169
Gaia DR2 4264940702898336000,4264940702898336000,2.158678,1.0933685,1.0653095,31.7628197063974,-1.9104935515994896
Gaia DR2 129633524722336896,129633524722336896,2.5068579,1.3549671,1.1518908,150.83269707430574,-26.96841205643929
Gaia DR2 4093021271036316928,4093021271036316928,2.1302862,1.1032286,1.0270576,12.406475939327501,-2.723550045606266
Gaia DR2 4360643809885838976,4360643809885838976,2.4552717,1.32619,1.1290817,13.427582432257426,18.502614192094423
Gaia DR2 5598661329740179584,5598661329740179584,2.9912672,1.7162523,1.2750149,245.92498069944278,-2.821876410062041
Gaia DR2 2098318989863210752,2098318989863210752,2.779601,1.5579739,1.2216272,69.87528356841939,17.49690594481617
Gaia DR2 439319598985602304,439319598985602304,2.6792927,1.4653349,1.2139578,143.55977052302907,-7.961312247742615
Gaia DR2 2166332030390765440,2166332030390765440,2.8550634,1.6129456,1.2421179,85.3995461631748,1.7260195134768646
Gaia DR2 1970054533224389888,1970054533224389888,2.6593218,1.4708729,1.1884489,85.81082271029258,-3.3906986119146976
Gaia DR2 4568179481487113088,4568179481487113088,2.522462,1.3686666,1.1537952,43.43665697492693,32.37591991822707
Gaia DR2 6233523157539262336,6233523157539262336,2.8667517,1.6297226,1.2370291,343.7252532413888,21.12493599112947
Gaia DR2 5717278911884264576,5717278911884264576,4.3916073,2.919217,1.4723902,233.9611055657944,2.4854816309102565
Gaia DR2 5810534505986349056,5810534505986349056,2.3582382,1.2472038,1.1110344,323.9151443028412,-19.860584170580296
Gaia DR2 6557676227834187904,6557676227834187904,2.0747957,1.0596848,1.015111,342.74464437703506,-49.16363384258169
Gaia DR2 5790736940137056512,5790736940137056512,2.3352337,1.2371311,1.0981026,305.5028610881671,-12.694377526344955
Gaia DR2 5426736395911962880,5426736395911962880,2.6560307,1.4356079,1.2204227,266.8451757037113,8.98394626085131
Gaia DR2 6577290381402758656,6577290381402758656,2.3042088,1.210289,1.0939198,357.75705624036004,-45.12859737192844
Gaia DR2 5406953815218646016,5406953815218646016,2.0733442,1.0555859,1.0177584,276.8070298161123,4.609867331212085
Gaia DR2 5318753569406633344,5318753569406633344,1.8881626,0.93961525,0.94854736,271.5581002602724,-12.622060378579217
Gaia DR2 4993384095645566336,4993384095645566336,1.3641005,0.6246233,0.73947716,320.7069236351133,-73.00020869210269
Gaia DR2 4786568226204855936,4786568226204855936,2.5214348,1.3270817,1.1943531,254.36705426980498,-40.60935050969717
Gaia DR2 6375258761931652736,6375258761931652736,2.5615234,1.3742409,1.1872826,323.60775339108284,-35.464860932401194
Gaia DR2 6391224117442411264,6391224117442411264,2.6625462,1.4668694,1.1956768,316.9895702587952,-46.963984209934
Gaia DR2 5765349835119577472,5765349835119577472,2.0884485,1.0582628,1.0301857,305.8868657761607,-26.406828231397228
Gaia DR2 5522788632206948992,5522788632206948992,2.566595,1.3885117,1.1780834,263.0622455920749,-2.8730980511701047
Gaia DR2 5234452466725832576,5234452466725832576,2.5014477,1.3423843,1.1590633,296.2757912546319,-8.125177792098055
Gaia DR2 5391954311939987712,5391954311939987712,2.5806751,1.4047108,1.1759644,278.4104924499074,13.34461969073552
Gaia DR2 5927701694888311680,5927701694888311680,2.7282019,1.5012016,1.2270002,330.47732997994956,-6.9969978459701885
Gaia DR2 6478529566936112640,6478529566936112640,2.121889,1.0877333,1.0341558,348.2125164667667,-42.57162155755573
Gaia DR2 6515065341894152704,6515065341894152704,2.483674,1.3418713,1.1418028,338.5857020003753,-60.25919058354356
Gaia DR2 4968770565786469376,4968770565786469376,2.3720875,1.2574816,1.1146059,247.61099903949508,-72.82855041889236
Gaia DR2 6547436338604869632,6547436338604869632,2.3579502,1.2546806,1.1032696,1.0041856438626335,-61.58577266620253
Gaia DR2 4903341446315249280,4903341446315249280,1.7599373,0.85567284,0.90426445,304.2817147092381,-55.89978507464804
Gaia DR2 5543475398035119872,5543475398035119872,2.3334246,1.2103081,1.1231165,254.17667654056305,1.8950049250054752
Gaia DR2 4846240955626857472,4846240955626857472,2.1772537,1.1243677,1.052886,256.38661810258446,-54.85760713222854
Gaia DR2 5966741813707802240,5966741813707802240,2.238555,1.1655769,1.072978,345.08016547957186,-0.1530373913868728
Gaia DR2 6565948678444146304,6565948678444146304,2.3490105,1.2504053,1.0986052,357.5156678489866,-50.14864035606854
Gaia DR2 5355827727130102272,5355827727130102272,2.6167011,1.4269304,1.1897707,281.7832191112883,3.1928422248490715
Gaia DR2 5885070738530758912,5885070738530758912,2.5579643,1.3401318,1.2178326,328.0309428061778,0.7859386156105213
Gaia DR2 5968776047680695552,5968776047680695552,2.5848646,1.4191456,1.165719,340.84809975877664,4.438290004717129
Gaia DR2 5966339869184835840,5966339869184835840,1.4811668,0.6955023,0.78566456,344.38711525696647,-0.009334365633882579
Gaia DR2 4736689499685683328,4736689499685683328,2.3661213,1.2541685,1.1119528,265.26840978932614,-52.38067469355991
Gaia DR2 5546100447683037440,5546100447683037440,2.8783712,1.6292973,1.249074,250.5055062203073,-1.1136266927700846
Gaia DR2 5875559207035184768,5875559207035184768,2.1901493,1.1297646,1.0603848,320.9713484423033,-3.9379826149244845
Gaia DR2 4673044990666817536,4673044990666817536,2.5057583,1.3562202,1.149538,278.1690665724652,-44.598421160697484
Gaia DR2 4674715698584841856,4674715698584841856,2.3071022,1.2194386,1.0876637,275.07654988657777,-46.36955976162284
Gaia DR2 6406343707995387904,6406343707995387904,3.3377628,2.0065956,1.3311672,330.0131440955126,-47.089701103909555
Gaia DR2 5300226420535742976,5300226420535742976,2.858429,1.6115923,1.2468367,278.94659574538076,-6.862928387552846
Gaia DR2 5772879737424829184,5772879737424829184,0.3191862,0.17236042,0.14682579,306.4300695715028,-18.731533065243255
Gaia DR2 1995448540233453440,1995448540233453440,1.4950762,0.67174816,0.823328,106.80773244279823,-6.883982356090651
Gaia DR2 5615298551266809088,5615298551266809088,2.782608,1.5523643,1.2302437,239.48713320360636,-1.8004279532023395
Gaia DR2 5026151122701943296,5026151122701943296,1.9502716,0.96661663,0.983655,278.86145485141634,-81.91779189940192
Gaia DR2 5545600410406483840,5545600410406483840,2.6989937,1.4978848,1.2011089,250.82841959629528,-2.641775778158962
Gaia DR2 2307037937835609856,2307037937835609856,0.80503845,0.33214283,0.47289562,343.3014750131669,-73.31005373227465
Gaia DR2 4859445776742508416,4859445776742508416,2.385868,1.2671452,1.1187229,240.8896018758755,-54.14981084698453
Gaia DR2 4703087565347269120,4703087565347269120,1.7089958,0.82356834,0.8854275,306.63539748896994,-47.61142152966548
Gaia DR2 5626222890789207936,5626222890789207936,2.6664562,1.4739418,1.1925144,257.16241949159445,3.7055417289986914
