,Gaia2,RAdeg,DEdeg,PDis,plx,e_plx,Gmag,e_Gmag,Bpmag,e_Bpmag,Rpmag,e_Rpmag,Sep,pmRA,e_pmRA,pmDE,e_pmDE,RVel,e_RVel,Age,PreAge,CoolAge,[Fe/H],DM,Av,e_Age,e_PreAge,e_CoolAge,e_[Fe/H],e_DM,e_Av,Nb,PCont
985,1503104,9.722823,-0.492179,0.00177,6.708,90.649,15.25,0.0004,16.484,0.003,14.144,0.001,950.3708,26.633,0.161,-34.355,0.087,0.0,0.0,7.905,7.117,0.788,-0.872,5.921,0.056,2.283,2.291,0.016,0.583,0.023,0.008,7,0.0
986,5184896,258.365718,21.675184,0.02034,4.769,54.88,17.18,0.0007,18.677,0.012,15.983,0.002,15352.5298,-54.017,0.101,-22.24,0.121,0.0,0.0,3.61,1.808,1.802,-0.719,6.759,0.144,0.692,0.758,0.108,0.672,0.042,0.013,7,0.146
987,1695360,214.083052,43.973345,0.00117,6.262,157.482,15.684,0.0006,16.885,0.004,14.589,0.002,673.3736,76.89,0.053,-127.022,0.062,0.0,0.0,3.355,2.41,0.944,-0.754,6.046,0.064,0.759,0.767,0.016,0.645,0.014,0.007,7,0.0
988,568576,19.277102,19.018282,0.00131,6.359,38.275,17.47,0.0016,19.053,0.034,16.232,0.006,740.6461,-26.831,0.281,-3.108,0.199,0.0,0.0,4.775,3.972,0.803,-0.765,6.108,0.069,2.139,2.168,0.041,0.623,0.053,0.01,7,0.0
989,686336,157.322556,30.045101,0.00582,6.92,156.137,14.657,0.0005,15.809,0.003,13.599,0.003,3026.1313,5.111,0.095,28.007,0.076,0.0,0.0,2.317,1.175,1.142,-0.666,5.862,0.067,0.324,0.334,0.022,0.632,0.014,0.009,7,0.003
990,2228864,106.954099,27.912126,0.00855,6.28,193.139,13.757,0.0011,14.809,0.004,12.74,0.003,4898.9535,-1.455,0.053,-37.491,0.046,0.0,0.0,1.845,0.258,1.588,-0.647,6.204,0.072,0.054,0.049,0.067,0.655,0.012,0.011,7,0.01
991,6588672,121.233512,-17.003072,0.00179,6.727,175.355,14.626,0.0003,15.701,0.003,13.601,0.001,958.1615,14.04,0.049,-50.677,0.041,0.0,0.0,7.306,6.233,1.073,-0.828,6.166,0.077,2.386,2.396,0.017,0.611,0.011,0.012,7,0.0
992,1164800,271.272757,78.599356,0.00133,6.681,146.127,16.212,0.0007,17.396,0.01,15.125,0.005,715.0699,-6.255,0.071,45.229,0.094,0.0,0.0,2.577,0.601,1.976,-0.676,6.056,0.109,0.152,0.209,0.122,0.638,0.015,0.013,7,0.0
993,4090112,316.657607,82.751314,0.02585,6.98,89.415,16.458,0.0009,18.005,0.011,15.235,0.003,13333.6278,36.308,0.118,-30.324,0.113,0.0,0.0,9.542,8.379,1.163,-0.968,6.314,0.112,2.5,2.51,0.023,0.566,0.022,0.012,7,0.12
994,425984,158.484202,2.966851,0.01149,6.341,122.398,8.949,0.0003,9.245,0.003,8.536,0.004,6525.9195,-22.161,0.076,45.269,0.066,0.0,0.0,4.619,3.723,0.896,-0.734,6.086,0.086,1.816,1.826,0.018,0.624,0.018,0.011,7,0.039
995,1259136,202.28361,84.516363,0.00159,6.873,104.006,16.6,0.0008,18.118,0.011,15.39,0.003,834.4088,-45.733,0.121,38.093,0.108,0.0,0.0,2.062,1.56,0.503,-0.728,6.272,0.058,0.445,0.448,0.011,0.647,0.021,0.01,7,0.0
996,3300352,267.201398,32.631591,0.00377,6.779,185.063,14.624,0.0004,15.799,0.003,13.548,0.001,2002.1943,-26.852,0.058,8.775,0.07,0.0,0.0,1.212,0.775,0.437,-0.753,5.991,0.056,0.205,0.205,0.008,0.643,0.011,0.008,7,0.0
997,481024,153.652836,24.630087,0.01552,6.446,37.189,17.78,0.0021,19.369,0.046,16.572,0.007,8667.8818,-61.921,0.254,41.621,0.228,0.0,0.0,3.848,3.075,0.773,-0.744,6.043,0.061,1.523,1.551,0.04,0.624,0.054,0.009,7,0.069
998,1944832,62.683959,-31.630737,0.00138,6.618,78.924,17.347,0.001,18.862,0.031,16.121,0.005,749.6449,52.537,0.125,84.879,0.176,0.0,0.0,4.078,2.73,1.348,-0.739,5.944,0.037,1.744,1.775,0.05,0.646,0.027,0.013,7,0.0
999,1387648,2.030211,-10.569148,0.00153,7.1,57.555,16.805,0.001,18.308,0.013,15.596,0.003,774.3174,14.406,0.24,-11.303,0.123,0.0,0.0,1.719,0.363,1.356,-0.67,5.859,0.068,0.079,0.088,0.088,0.646,0.039,0.01,7,0.0
1000,2029440,177.621579,-13.047112,0.00387,6.026,57.443,17.138,0.0009,18.67,0.014,15.931,0.002,2311.4005,-11.089,0.237,-22.678,0.107,0.0,0.0,3.509,1.121,2.388,-0.648,6.221,0.097,0.339,0.465,0.223,0.654,0.036,0.012,7,0.0
1001,1448832,246.95545,36.309751,0.00281,6.375,133.879,16.151,0.0007,17.41,0.005,15.042,0.003,1587.3041,21.432,0.076,-27.382,0.113,0.0,0.0,3.226,1.33,1.895,-0.685,6.02,0.067,0.364,0.406,0.074,0.637,0.016,0.01,7,0.0
1002,1072384,207.521519,74.766967,0.00812,7.201,274.871,12.373,0.0002,12.985,0.001,11.651,0.001,4059.1758,68.818,0.045,-44.168,0.042,-68.446,0.563,2.993,0.843,2.15,-0.65,5.78,0.08,0.198,0.227,0.085,0.645,0.008,0.01,7,0.007
1003,2085504,253.980553,36.409371,0.00255,6.901,71.686,17.488,0.0012,19.056,0.044,16.235,0.004,1331.8437,6.335,0.154,-14.928,0.173,0.0,0.0,1.789,1.103,0.686,-0.723,5.848,0.05,0.321,0.332,0.022,0.638,0.029,0.008,7,0.0
1004,969728,12.734202,27.857909,0.00461,7.019,47.613,17.149,0.0013,18.897,0.036,15.878,0.005,2363.2305,-9.585,0.286,-55.752,0.24,0.0,0.0,5.207,4.895,0.312,-0.794,5.978,0.052,2.123,2.131,0.015,0.625,0.042,0.008,7,0.0
1005,698880,190.323827,12.453572,0.02544,6.585,55.212,16.787,0.0013,18.345,0.01,15.567,0.002,13906.9775,-7.033,0.246,-50.329,0.118,0.0,0.0,2.172,1.942,0.23,-0.755,5.891,0.013,0.624,0.628,0.011,0.641,0.035,0.007,7,0.128
1006,726656,178.194558,21.283527,0.0189,6.423,167.889,12.118,0.0003,12.639,0.002,11.466,0.001,10592.9509,-71.118,0.069,10.706,0.063,-1.0,0.93,2.383,1.667,0.715,-0.725,6.086,0.054,0.481,0.486,0.011,0.647,0.013,0.01,7,0.091
1007,694656,326.095022,-10.906948,0.00153,6.294,32.863,15.73,0.0012,17.171,0.011,14.538,0.003,872.853,-2.798,0.209,1.985,0.185,0.0,0.0,2.866,2.29,0.575,-0.742,6.167,0.044,1.318,1.344,0.037,0.669,0.064,0.009,7,0.0
1008,908032,350.777693,13.461935,0.00673,6.942,73.469,16.296,0.0011,17.587,0.01,15.171,0.002,3492.5018,37.694,0.163,19.676,0.107,0.0,0.0,5.55,4.999,0.55,-0.809,6.019,0.041,2.029,2.037,0.015,0.605,0.029,0.008,7,0.005
1009,8191360,301.345292,5.124693,0.01382,7.113,87.719,10.065,0.0002,10.364,0.001,9.63,0.001,6995.3401,-15.786,0.11,-26.104,0.086,33.24,0.502,1.667,0.202,1.465,-0.68,6.198,0.059,0.061,0.034,0.075,0.638,0.024,0.01,7,0.046
1010,2348416,92.762101,59.921907,0.00288,7.302,87.647,16.18,0.0006,17.601,0.005,15.006,0.001,1420.5895,71.029,0.095,-104.108,0.087,0.0,0.0,1.978,1.056,0.922,-0.738,6.08,0.061,0.311,0.323,0.027,0.638,0.025,0.01,7,0.0
1011,3065600,86.472394,-24.705389,0.00817,7.583,57.245,17.817,0.0012,19.572,0.037,16.53,0.006,3878.6688,41.701,0.166,-92.233,0.225,0.0,0.0,3.037,0.269,2.768,-0.677,5.689,0.081,0.144,0.054,0.171,0.644,0.038,0.01,7,0.006
1012,1934080,351.826665,19.059744,0.0014,5.679,33.508,17.561,0.0011,19.302,0.023,16.276,0.004,888.8237,40.934,0.307,-81.773,0.162,0.0,0.0,3.307,0.442,2.865,-0.605,6.374,0.133,0.249,0.147,0.337,0.642,0.064,0.013,7,0.0
1013,2282880,254.050518,25.554732,0.01319,7.028,229.325,15.004,0.0004,16.155,0.003,13.942,0.001,6757.4743,-29.577,0.044,-131.215,0.052,0.0,0.0,3.891,0.6,3.292,-0.68,5.936,0.121,0.138,0.151,0.121,0.638,0.009,0.01,7,0.042
1014,862464,352.618531,5.817149,0.0088,7.288,153.819,10.041,0.0003,10.367,0.001,9.581,0.001,4348.8367,-22.358,0.098,-3.687,0.052,-26.847,0.634,1.389,0.802,0.587,-0.752,5.885,0.055,0.215,0.218,0.011,0.65,0.014,0.01,7,0.008
1015,798848,223.642823,18.810171,0.02452,7.012,226.29,14.103,0.0005,15.098,0.003,13.128,0.002,12586.8707,-23.209,0.049,-15.243,0.049,0.0,0.0,2.996,2.862,0.134,-0.736,5.865,0.048,1.038,1.035,0.005,0.6,0.01,0.009,7,0.11
1016,604416,19.848169,11.438426,0.00179,7.01,153.886,14.555,0.0004,15.642,0.006,13.522,0.002,918.004,-4.245,0.071,-42.566,0.061,0.0,0.0,2.386,1.868,0.518,-0.782,5.899,0.081,0.547,0.55,0.008,0.653,0.014,0.009,7,0.0
1017,2587008,175.810454,-25.217526,0.00376,8.096,76.425,16.521,0.0008,18.056,0.008,15.321,0.001,1671.4746,-114.195,0.184,-59.05,0.101,0.0,0.0,3.685,0.344,3.341,-0.652,5.63,0.097,0.127,0.076,0.156,0.638,0.029,0.011,7,0.0
1018,694144,20.785819,6.586827,0.00103,7.024,73.737,16.632,0.0014,18.226,0.016,15.394,0.003,527.5232,134.867,0.179,-1.529,0.132,0.0,0.0,1.893,1.203,0.69,-0.738,5.935,0.055,0.369,0.38,0.022,0.653,0.029,0.01,7,0.0
1019,7925632,106.683127,-29.794705,0.00798,7.059,305.913,12.956,0.0003,13.642,0.002,12.173,0.001,4067.1546,43.434,0.031,-35.507,0.039,14.423,1.62,3.323,1.619,1.705,-0.702,6.151,0.058,0.524,0.553,0.046,0.644,0.007,0.015,7,0.007
1020,720768,209.572287,4.814482,0.02932,7.874,191.541,9.589,0.0005,9.851,0.002,9.206,0.002,13403.1168,-45.454,0.074,-6.882,0.067,-17.144,0.833,2.902,0.58,2.322,-0.689,5.61,0.054,0.129,0.161,0.132,0.644,0.012,0.012,7,0.121
1021,1074176,122.383154,40.095963,0.01184,7.594,96.94,16.085,0.0011,17.702,0.022,14.846,0.003,5613.0421,18.522,0.134,-37.611,0.101,0.0,0.0,1.233,0.273,0.96,-0.674,5.756,0.05,0.045,0.052,0.03,0.62,0.022,0.01,7,0.022
1022,1434240,256.878177,59.084177,0.01562,6.867,134.924,16.145,0.0007,17.545,0.008,14.979,0.002,8189.3271,-78.611,0.109,49.672,0.1,0.0,0.0,4.109,1.533,2.576,-0.723,5.931,0.097,0.42,0.488,0.13,0.655,0.016,0.011,7,0.063
1023,1702016,257.173537,49.754125,0.02168,6.854,326.436,10.649,0.0005,10.982,0.005,10.123,0.003,11386.6173,-35.297,0.047,-74.168,0.051,0.0,0.0,2.596,0.706,1.889,-0.71,5.863,0.056,0.163,0.179,0.047,0.619,0.007,0.009,7,0.099
1024,1865856,270.580126,57.311488,0.00332,7.256,410.07,12.372,0.0002,12.998,0.002,11.638,0.001,1648.1544,-18.402,0.039,-43.098,0.035,-21.475,0.583,3.214,2.897,0.317,-0.77,5.866,0.052,0.819,0.817,0.005,0.614,0.005,0.008,7,0.0
1025,2816,163.426007,30.356841,0.00804,7.84,209.671,9.125,0.0003,9.444,0.004,8.691,0.004,3694.2616,1.679,0.079,-10.941,0.068,0.0,0.0,2.518,1.295,1.223,-0.659,5.633,0.107,0.343,0.353,0.02,0.637,0.01,0.01,7,0.006
1026,2202624,109.125916,50.430394,0.00162,6.749,91.601,16.949,0.0009,18.333,0.014,15.777,0.002,864.8721,-24.073,0.117,-27.524,0.089,0.0,0.0,3.808,1.534,2.275,-0.716,6.088,0.136,0.435,0.505,0.12,0.64,0.024,0.011,7,0.0
1027,2669568,119.773199,16.985517,0.00306,6.676,238.189,13.575,0.0003,14.407,0.002,12.691,0.001,1649.3345,54.918,0.047,-67.969,0.026,0.0,0.0,2.486,1.433,1.053,-0.745,5.969,0.07,0.36,0.366,0.013,0.63,0.009,0.01,7,0.0
1028,1207296,11.849756,-6.377197,0.0022,7.042,106.797,15.792,0.0006,17.171,0.005,14.63,0.002,1124.3703,65.014,0.134,79.393,0.074,0.0,0.0,3.506,1.473,2.033,-0.677,5.962,0.12,0.427,0.475,0.086,0.62,0.02,0.012,7,0.0
1029,10801664,322.140322,34.033765,0.03085,7.356,135.534,15.961,0.0005,17.313,0.007,14.796,0.001,15098.6186,-30.47,0.062,-28.506,0.099,0.0,0.0,6.713,5.925,0.788,-0.912,6.211,0.083,2.641,2.653,0.018,0.593,0.016,0.016,7,0.143
1030,1801088,73.734518,-11.657704,0.00306,7.428,252.321,14.018,0.0003,15.069,0.002,13.002,0.002,1484.2964,9.949,0.046,-26.869,0.043,0.0,0.0,2.01,0.216,1.794,-0.611,6.083,0.09,0.048,0.033,0.057,0.621,0.008,0.011,7,0.0
1031,700928,200.210845,13.859578,0.02014,6.911,45.74,17.464,0.0013,19.289,0.03,16.154,0.003,10491.2642,77.122,0.343,-49.533,0.228,0.0,0.0,2.076,1.774,0.302,-0.792,5.768,0.018,0.528,0.532,0.012,0.629,0.031,0.008,7,0.09
1032,150656,39.077935,18.622877,0.00679,6.747,79.781,16.88,0.0013,18.273,0.015,15.721,0.003,3622.627,-22.655,0.176,12.112,0.142,0.0,0.0,4.218,3.089,1.129,-0.74,6.136,0.086,1.154,1.172,0.032,0.617,0.027,0.011,7,0.005
1033,2039936,68.87589,-3.190989,0.00903,7.201,67.739,16.26,0.0006,18.025,0.008,14.975,0.001,4512.5917,73.714,0.195,-28.055,0.134,0.0,0.0,2.071,1.435,0.636,-0.755,5.932,0.055,0.415,0.425,0.02,0.641,0.031,0.008,7,0.008
1034,1356928,231.192165,11.769723,0.00542,7.123,80.216,8.386,0.0005,8.59,0.002,8.081,0.002,2737.0961,-22.786,0.138,16.819,0.145,0.0,0.0,1.554,0.901,0.653,-0.718,5.848,0.198,0.257,0.267,0.021,0.648,0.027,0.009,7,0.001
1035,607616,342.175086,3.425213,0.00212,6.052,77.164,15.825,0.001,17.153,0.009,14.689,0.002,1259.7698,55.466,0.116,-23.868,0.104,0.0,0.0,1.531,0.307,1.224,-0.576,6.254,0.086,0.055,0.064,0.057,0.627,0.029,0.011,7,0.0
1036,646144,132.186935,12.696462,0.02206,7.373,83.069,16.449,0.0008,17.729,0.015,15.225,0.003,10772.6237,-33.651,0.149,-27.807,0.108,0.0,0.0,2.613,0.505,2.109,-0.71,5.735,0.081,0.123,0.13,0.136,0.631,0.027,0.01,7,0.093
1037,12254976,289.404123,-17.921962,0.01834,7.551,162.728,7.971,0.0005,8.195,0.002,7.647,0.002,8743.72,-13.744,0.084,-47.813,0.081,-41.969,1.184,2.733,1.975,0.758,-0.774,5.962,0.042,0.614,0.62,0.012,0.628,0.014,0.011,7,0.07
1038,1316864,236.00563,37.553941,0.00367,7.159,355.071,13.379,0.0003,14.23,0.002,12.481,0.002,1843.0756,-44.158,0.028,-9.472,0.035,0.0,0.0,2.25,0.832,1.417,-0.72,5.772,0.069,0.23,0.244,0.029,0.647,0.006,0.009,7,0.0
1039,3501568,117.47791,12.522015,0.00542,7.244,92.999,15.884,0.0006,17.391,0.01,14.615,0.002,2692.3996,-16.873,0.187,-17.398,0.08,0.0,0.0,2.121,1.576,0.545,-0.728,5.79,0.045,0.414,0.42,0.013,0.636,0.024,0.008,7,0.001
1040,3274240,307.623967,-27.284495,0.00329,7.432,282.913,13.351,0.0003,14.181,0.001,12.468,0.001,1595.0264,15.407,0.04,-15.048,0.03,13.023,1.326,3.124,2.104,1.02,-0.777,5.814,0.068,0.613,0.619,0.012,0.635,0.008,0.009,7,0.0
1041,646272,172.208583,26.19419,0.00761,6.689,125.468,10.979,0.0005,11.327,0.001,10.489,0.001,4095.2537,80.782,0.093,-17.297,0.069,-30.325,0.176,3.496,1.319,2.176,-0.682,5.937,0.113,0.364,0.427,0.109,0.628,0.018,0.011,7,0.007
1042,960000,201.836849,-14.953652,0.00371,6.834,137.05,12.524,0.0003,13.107,0.002,11.819,0.001,1955.7416,-128.324,0.09,35.867,0.074,-31.923,1.547,3.613,2.457,1.157,-0.738,6.023,0.108,0.831,0.844,0.023,0.629,0.016,0.011,7,0.0
1043,1296384,200.640351,11.739897,0.00191,6.948,87.324,16.175,0.0006,17.472,0.005,15.045,0.002,988.2336,9.028,0.168,-2.562,0.068,0.0,0.0,1.574,0.377,1.197,-0.654,5.877,0.07,0.069,0.075,0.044,0.618,0.025,0.009,7,0.0
1044,494080,155.018957,0.149104,0.00523,7.418,63.31,16.24,0.0012,17.807,0.013,15.02,0.002,2535.7482,-39.943,0.143,-40.867,0.133,0.0,0.0,1.498,0.46,1.038,-0.664,5.772,0.059,0.102,0.121,0.047,0.636,0.035,0.009,7,0.0
1045,1447424,133.545135,2.409954,0.03607,7.834,45.949,17.869,0.0011,19.819,0.034,16.527,0.004,16576.9015,-51.346,0.346,-100.761,0.243,0.0,0.0,4.634,1.142,3.492,-0.624,5.669,0.109,0.276,0.413,0.35,0.629,0.047,0.011,7,0.16
1046,2437120,96.789396,58.098857,0.0026,6.706,121.45,15.518,0.0004,17.022,0.005,14.32,0.001,1396.5939,42.783,0.063,-12.705,0.064,0.0,0.0,3.836,0.879,2.958,-0.668,6.129,0.126,0.212,0.25,0.185,0.637,0.017,0.012,7,0.0
1047,1685504,70.49331,-7.701695,0.00244,7.755,127.666,15.85,0.0006,17.166,0.007,14.718,0.002,1131.1876,38.606,0.101,7.822,0.085,0.0,0.0,2.804,1.258,1.546,-0.726,5.876,0.088,0.321,0.336,0.036,0.633,0.017,0.01,7,0.0
1048,1875456,231.232002,-14.120321,0.02419,7.233,124.332,14.809,0.0009,16.043,0.005,13.71,0.002,12039.4818,-24.166,0.108,-92.022,0.077,0.0,0.0,7.527,6.471,1.056,-0.832,6.082,0.07,2.282,2.292,0.018,0.622,0.017,0.01,7,0.105
1049,1102464,226.215303,-9.198898,0.00718,7.807,235.098,12.388,0.0003,13.032,0.002,11.638,0.002,3310.6424,-54.392,0.064,-68.462,0.053,-19.72,0.731,2.577,0.325,2.252,-0.663,5.809,0.075,0.08,0.065,0.092,0.637,0.009,0.01,7,0.004
1050,2111616,335.507873,29.099488,0.00223,7.468,242.958,14.024,0.0004,15.066,0.003,13.018,0.002,1073.1735,-23.193,0.047,-38.153,0.041,0.0,0.0,2.168,0.598,1.57,-0.762,5.853,0.106,0.139,0.158,0.044,0.632,0.009,0.011,7,0.0
1051,2854528,354.096091,31.004942,0.00504,8.241,201.92,12.542,0.0002,13.248,0.001,11.739,0.001,2201.3533,81.025,0.048,-17.263,0.033,-34.604,1.887,2.683,0.408,2.275,-0.642,5.638,0.085,0.087,0.084,0.082,0.633,0.011,0.01,7,0.0
1052,1727616,288.449678,71.495438,0.00258,7.505,129.843,16.599,0.001,18.155,0.016,15.379,0.003,1239.2174,22.5,0.109,61.673,0.181,0.0,0.0,7.53,5.728,1.802,-0.838,6.154,0.109,2.311,2.341,0.043,0.607,0.016,0.011,7,0.0
1053,1146368,219.517555,29.854291,0.0015,7.375,79.244,16.162,0.0007,17.753,0.009,14.921,0.001,730.8162,-46.737,0.146,48.741,0.208,0.0,0.0,2.002,1.599,0.403,-0.749,5.698,0.045,0.455,0.459,0.012,0.633,0.026,0.007,7,0.0
1054,7772672,321.422562,35.725446,0.01843,6.796,55.624,16.684,0.001,18.263,0.012,15.441,0.002,9760.8713,45.596,0.16,12.017,0.198,0.0,0.0,8.565,7.103,1.462,-0.961,6.416,0.076,2.867,2.905,0.054,0.59,0.038,0.025,7,0.082
1055,895872,8.18241,8.457438,0.003,7.521,282.165,13.088,0.0003,13.885,0.001,12.224,0.001,1434.8041,111.412,0.049,-34.204,0.033,-6.366,1.012,3.056,0.22,2.836,-0.618,5.744,0.149,0.044,0.035,0.051,0.65,0.008,0.01,7,0.0
1056,917376,161.720787,8.245083,0.00311,7.114,67.482,16.018,0.001,17.262,0.015,14.914,0.003,1571.8391,74.982,0.12,-65.495,0.113,0.0,0.0,3.744,1.191,2.553,-0.66,5.833,0.108,0.308,0.396,0.191,0.65,0.032,0.011,7,0.0
1057,3812480,85.342019,-19.349409,0.00291,7.132,57.555,17.62,0.001,19.439,0.028,16.303,0.003,1469.7463,-39.463,0.174,13.651,0.218,0.0,0.0,3.572,3.406,0.167,-0.864,5.771,0.012,1.317,1.316,0.006,0.641,0.022,0.007,7,0.0
1058,6969216,290.979483,42.284866,0.00253,7.321,571.237,13.298,0.0004,14.116,0.002,12.421,0.001,1245.0984,-16.684,0.022,-44.544,0.024,7.596,3.092,3.388,2.356,1.032,-0.715,5.971,0.08,0.741,0.748,0.011,0.633,0.004,0.01,7,0.0
1059,760832,14.437091,24.369781,0.00576,7.57,334.958,13.26,0.0005,14.149,0.002,12.337,0.001,2739.7554,85.477,0.039,-41.525,0.039,-6.513,2.326,3.988,0.305,3.683,-0.671,5.724,0.098,0.061,0.054,0.06,0.653,0.006,0.01,7,0.001
1060,1258240,143.700167,50.549964,0.00335,7.732,183.187,15.318,0.0005,16.52,0.005,14.228,0.002,1561.843,62.853,0.064,-14.91,0.056,0.0,0.0,2.057,0.183,1.874,-0.65,5.598,0.062,0.044,0.024,0.049,0.632,0.012,0.008,7,0.0
1061,941312,163.59594,71.614678,0.00233,7.533,129.275,14.923,0.0007,16.277,0.006,13.775,0.002,1115.8578,4.685,0.072,-28.353,0.071,0.0,0.0,2.594,2.135,0.459,-0.698,5.824,0.054,0.655,0.657,0.008,0.633,0.016,0.008,7,0.0
1062,1016192,168.233642,65.334818,0.0036,7.553,83.015,16.896,0.0009,18.519,0.021,15.646,0.003,1715.0983,-32.425,0.124,10.939,0.129,0.0,0.0,4.109,0.413,3.696,-0.661,5.646,0.059,0.13,0.099,0.157,0.645,0.026,0.009,7,0.0
1063,3045248,306.126678,-3.885937,0.00113,7.831,53.131,17.479,0.0012,19.279,0.051,16.137,0.014,520.3025,-43.803,0.274,-36.641,0.171,0.0,0.0,4.569,3.212,1.357,-0.743,5.735,0.065,1.38,1.418,0.056,0.622,0.039,0.01,7,0.0
1064,2153856,127.929868,28.541035,0.00317,7.837,169.318,14.547,0.0003,15.714,0.002,13.473,0.001,1456.675,9.062,0.072,-3.734,0.049,0.0,0.0,2.59,0.807,1.783,-0.676,5.639,0.094,0.2,0.223,0.055,0.621,0.012,0.01,7,0.0
1065,848640,348.16949,-1.559734,0.00407,7.565,172.135,14.274,0.0009,15.357,0.005,13.248,0.002,1936.0932,93.023,0.061,-54.32,0.051,0.0,0.0,2.267,0.785,1.482,-0.659,5.728,0.081,0.196,0.212,0.037,0.626,0.013,0.01,7,0.0
1066,1757184,43.89458,-30.138452,0.00264,7.472,252.074,11.771,0.0005,12.294,0.001,11.124,0.001,1270.8159,54.886,0.044,14.635,0.053,19.127,0.512,1.128,0.408,0.719,-0.717,5.69,0.043,0.099,0.104,0.012,0.644,0.008,0.014,7,0.0
1067,896896,20.78146,-18.321592,0.02723,7.531,129.859,16.131,0.0007,17.548,0.006,14.965,0.002,13019.6358,5.545,0.108,-29.289,0.097,0.0,0.0,2.914,2.796,0.118,-0.783,5.692,0.03,0.945,0.943,0.005,0.627,0.017,0.008,7,0.116
1068,920576,192.814936,-9.903185,0.00213,6.772,117.394,14.945,0.0006,16.144,0.004,13.853,0.002,1134.8687,32.369,0.113,-50.06,0.058,0.0,0.0,2.24,0.468,1.773,-0.616,5.987,0.096,0.092,0.111,0.081,0.595,0.018,0.01,7,0.0
1069,5616640,333.565128,32.449358,0.01072,7.432,223.177,9.521,0.0002,9.885,0.001,9.025,0.001,5194.273,-24.253,0.043,23.741,0.06,-37.807,0.213,3.814,1.022,2.792,-0.699,5.887,0.145,0.232,0.266,0.126,0.623,0.01,0.011,7,0.014
1070,4472192,272.691119,28.601498,0.00261,7.041,419.218,14.046,0.0003,14.998,0.002,13.087,0.001,1335.2903,-31.54,0.023,-6.452,0.028,0.0,0.0,3.087,0.894,2.193,-0.656,6.008,0.139,0.227,0.266,0.092,0.643,0.005,0.011,7,0.0
1071,1268224,228.604054,44.930753,0.00123,7.378,108.969,16.861,0.0011,18.485,0.012,15.623,0.004,601.8391,8.256,0.105,-21.689,0.135,0.0,0.0,2.889,1.127,1.762,-0.69,5.742,0.099,0.309,0.345,0.069,0.632,0.021,0.011,7,0.0
1072,1283840,323.867807,14.230857,0.0088,7.968,77.664,14.16,0.0004,15.139,0.004,13.174,0.002,3976.844,-135.013,0.157,-44.423,0.137,0.0,0.0,2.583,0.721,1.863,-0.631,5.772,0.058,0.165,0.196,0.101,0.643,0.029,0.011,7,0.007
1073,8498688,295.902665,46.403522,0.00211,6.563,300.008,14.224,0.0003,15.232,0.003,13.236,0.001,1157.4167,37.904,0.042,39.24,0.047,0.0,0.0,3.002,1.681,1.321,-0.704,6.39,0.102,0.576,0.598,0.032,0.651,0.007,0.013,7,0.0
1074,931328,203.307554,23.958086,0.00198,7.481,72.433,16.568,0.0008,18.089,0.007,15.352,0.002,954.8906,-37.811,0.171,35.931,0.067,0.0,0.0,1.776,0.255,1.521,-0.636,5.675,0.057,0.068,0.049,0.084,0.642,0.03,0.007,7,0.0
1075,4592256,119.232968,-3.038105,0.03033,7.39,120.128,16.09,0.0008,17.583,0.008,14.892,0.002,14773.4763,56.209,0.105,-96.06,0.071,0.0,0.0,4.307,0.445,3.862,-0.629,5.783,0.101,0.113,0.097,0.119,0.625,0.017,0.01,7,0.139
1076,651776,141.942271,17.920094,0.00158,8.171,111.699,15.691,0.0005,17.145,0.006,14.502,0.001,694.2396,-56.467,0.108,-19.474,0.081,0.0,0.0,2.92,1.141,1.778,-0.731,5.545,0.089,0.298,0.324,0.058,0.628,0.019,0.011,7,0.0
1077,1211648,167.121292,62.203178,0.00196,7.391,121.427,16.534,0.0008,18.175,0.012,15.297,0.004,953.2274,14.094,0.094,5.958,0.11,0.0,0.0,3.393,0.711,2.682,-0.566,5.689,0.07,0.161,0.182,0.14,0.608,0.018,0.008,7,0.0
1078,619648,348.98636,-13.776022,0.00444,7.619,175.016,11.801,0.0003,12.338,0.002,11.139,0.001,2099.9353,40.298,0.067,-10.974,0.057,-22.023,0.6,3.838,0.684,3.154,-0.63,5.694,0.149,0.158,0.207,0.171,0.63,0.013,0.011,7,0.0
1079,6429824,301.541546,-8.871632,0.00902,7.535,63.69,16.952,0.0008,18.636,0.018,15.703,0.003,4309.2296,-19.313,0.197,44.029,0.111,0.0,0.0,3.187,0.71,2.477,-0.652,6.018,0.084,0.182,0.223,0.197,0.649,0.035,0.012,7,0.008
1080,224768,164.39888,-24.111029,0.00176,7.49,60.266,17.249,0.0012,19.144,0.022,15.92,0.004,845.5906,-1.334,0.258,-11.683,0.179,0.0,0.0,2.03,1.176,0.853,-0.662,5.966,0.061,0.358,0.376,0.033,0.637,0.035,0.01,7,0.0
1081,775424,31.405591,29.667813,0.0018,7.754,98.154,16.183,0.0011,17.559,0.01,15.028,0.002,836.1526,71.952,0.149,-37.286,0.149,0.0,0.0,5.346,4.929,0.417,-0.78,5.73,0.033,1.919,1.921,0.009,0.616,0.021,0.008,7,0.0
1082,962816,330.47674,17.602226,0.0043,7.86,98.727,16.069,0.0009,17.47,0.006,14.897,0.003,1967.7558,60.607,0.111,-43.928,0.104,0.0,0.0,4.219,3.987,0.232,-0.809,5.721,0.048,1.507,1.507,0.008,0.6,0.022,0.008,7,0.0
