,ID1,ID2,RA1deg,RA2deg,DE1deg,DE2deg,plx1,plx2,e_plx1,e_plx2,Gmag1,Gmag2,e_Gmag1,e_Gmag2,Bpmag1,Bpmag2,e_Bpmag1,e_Bpmag2,Rpmag1,Rpmag2,e_Rpmag1,e_Rpmag2,pmRA1,pmRA2,e_pmRA1,e_pmRA2,pmDE1,pmDE2,e_pmDE1,e_pmDE2,RVel1,RVel2,e_RVel1,e_RVel2,gmag1,gmag2,rmag1,rmag2,imag1,imag2,zmag1,zmag2,e_gmag1,e_gmag2,e_rmag1,e_rmag2,e_imag1,e_imag2,e_zmag1,e_zmag2,Age1,Age2,ZMass1,ZMass2,PreAge1,PreAge2,CoolAge1,CoolAge2,[Fe/H]1,[Fe/H]2,DM1,DM2,Av1,Av2,e_Age1,e_Age2,e_ZMass1,e_ZMass2,e_PreAge1,e_PreAge2,e_CoolAge1,e_CoolAge2,e_[Fe/H]1,e_[Fe/H]2,e_DM1,e_DM2,e_Av1,e_Av2,Nb1,Nb2,Sep,PDis,Type,PCont
2746,757120,9984,107.128724,107.133881,-28.633312,-28.632873,5.495,5.237,28.823,208.122,18.551,12.039,0.0022,0.0003,18.511,12.467,0.016,0.002,18.446,11.471,0.028,0.002,14.568,13.805,0.239,0.034,-33.458,-33.811,0.313,0.044,0.0,-23.601,0.0,1.68,18.445,0.0,18.666,0.0,18.808,0.0,19.01,0.0,0.02,0.0,0.018,0.0,0.004,0.0,0.024,0.0,2.36,0.0,1.638,0.0,1.95,0.0,0.409,0.0,-0.757,0.0,6.83,0.0,0.033,0.0,0.781,0.0,0.179,0.0,0.778,0.0,0.008,0.0,0.632,0.0,0.011,0.0,0.013,0.0,7,0,2978.7271,0.00455,1,0.002
2747,248704,248448,231.59645,231.618776,58.48229,58.478837,5.474,5.247,28.598,30.372,18.779,18.426,0.0025,0.0018,18.828,20.108,0.017,0.054,18.625,17.125,0.02,0.008,4.441,4.389,0.289,0.264,-10.453,-10.0,0.341,0.311,0.0,0.0,0.0,0.0,18.769,0.0,18.831,0.0,18.92,0.0,19.057,0.0,0.014,0.0,0.024,0.0,0.007,0.0,0.015,0.0,2.134,0.0,1.883,0.0,1.436,0.0,0.698,0.0,-0.748,0.0,6.444,0.0,0.053,0.0,0.759,0.0,0.266,0.0,0.793,0.0,0.051,0.0,0.641,0.0,0.071,0.0,0.008,0.0,7,0,8004.4418,0.01217,1,0.061
2748,2726656,2724864,274.996077,274.996945,43.310637,43.305333,5.354,5.25,31.242,92.591,18.291,16.527,0.0037,0.0008,18.301,18.037,0.018,0.011,18.235,15.322,0.022,0.003,-20.34,-20.394,0.332,0.112,-41.717,-41.784,0.343,0.106,0.0,0.0,0.0,0.0,18.246,0.0,18.37,0.0,18.544,0.0,18.73,0.0,0.004,0.0,0.004,0.0,0.005,0.0,0.011,0.0,2.82,0.0,1.499,0.0,2.38,0.0,0.44,0.0,-0.744,0.0,6.51,0.0,0.043,0.0,0.779,0.0,0.122,0.0,0.783,0.0,0.011,0.0,0.621,0.0,0.023,0.0,0.01,0.0,7,0,3591.6709,0.00534,1,0.005
2749,178432,1888384,75.819229,75.817356,-5.709569,-5.709112,5.483,5.255,22.099,51.302,18.776,16.933,0.0022,0.001,18.834,18.268,0.02,0.012,18.557,15.79,0.026,0.003,19.235,19.004,0.369,0.156,-32.52,-31.178,0.317,0.134,0.0,0.0,0.0,0.0,18.772,0.0,18.804,0.0,18.897,0.0,19.049,0.0,0.006,0.0,0.007,0.0,0.011,0.0,0.013,0.0,4.464,0.0,1.283,0.0,3.938,0.0,0.526,0.0,-0.786,0.0,6.743,0.0,0.103,0.0,1.875,0.0,0.163,0.0,1.888,0.0,0.021,0.0,0.629,0.0,0.041,0.0,0.01,0.0,7,0,1260.1836,0.00192,1,0.0
2750,597504,597760,59.485773,59.477112,-20.457848,-20.457036,5.666,5.375,24.337,21.698,18.876,18.624,0.0024,0.002,18.939,20.57,0.013,0.079,18.684,17.27,0.025,0.007,18.763,18.502,0.332,0.373,-48.213,-47.831,0.358,0.409,0.0,0.0,0.0,0.0,18.904,0.0,18.901,0.0,19.003,0.0,19.083,0.0,0.009,0.0,0.014,0.0,0.008,0.0,0.019,0.0,2.03,0.0,2.026,0.0,1.218,0.0,0.813,0.0,-0.723,0.0,6.355,0.0,0.063,0.0,0.603,0.0,0.32,0.0,0.659,0.0,0.079,0.0,0.646,0.0,0.089,0.0,0.009,0.0,7,0,5181.6236,0.00816,1,0.014
2751,551808,551936,130.115982,130.114382,13.336073,13.33648,5.428,5.411,23.99,24.789,18.268,18.122,0.0016,0.0016,18.227,19.763,0.019,0.06,18.243,16.815,0.016,0.005,-9.716,-8.319,0.383,0.377,-15.058,-15.823,0.205,0.212,0.0,0.0,0.0,0.0,18.198,0.0,18.355,0.0,18.55,0.0,18.75,0.0,0.014,0.0,0.009,0.0,0.005,0.0,0.011,0.0,2.19,0.0,1.762,0.0,1.777,0.0,0.413,0.0,-0.747,0.0,6.548,0.0,0.036,0.0,1.025,0.0,0.294,0.0,1.049,0.0,0.037,0.0,0.622,0.0,0.08,0.0,0.01,0.0,7,0,1066.8721,0.00161,1,0.0
2752,377728,2626048,281.393455,281.379299,60.490825,60.490331,5.333,5.416,71.107,253.573,17.397,10.993,0.0013,0.0003,17.291,11.318,0.009,0.001,17.483,10.532,0.013,0.001,8.471,8.14,0.152,0.043,-0.16,0.111,0.139,0.038,0.0,13.802,0.0,0.7,17.251,0.0,17.534,0.0,17.816,0.0,18.069,0.0,0.007,0.0,0.003,0.0,0.004,0.0,0.009,0.0,5.507,0.0,1.141,0.0,5.382,0.0,0.125,0.0,-0.795,0.0,6.458,0.0,0.022,0.0,2.045,0.0,0.109,0.0,2.042,0.0,0.006,0.0,0.618,0.0,0.008,0.0,0.008,0.0,7,0,4718.8197,0.00699,1,0.009
2753,427392,427264,149.087262,149.087696,27.45821,27.462022,5.901,5.442,40.53,25.106,17.394,18.208,0.0014,0.0019,17.33,20.469,0.01,0.086,17.494,16.833,0.01,0.006,84.246,82.927,0.225,0.343,-25.955,-25.129,0.25,0.389,0.0,0.0,0.0,0.0,17.227,0.0,17.522,0.0,17.776,0.0,18.024,0.0,0.004,0.0,0.002,0.0,0.003,0.0,0.007,0.0,1.691,0.0,1.792,0.0,1.525,0.0,0.166,0.0,-0.818,0.0,6.216,0.0,0.059,0.0,0.62,0.0,0.203,0.0,0.625,0.0,0.012,0.0,0.624,0.0,0.052,0.0,0.008,0.0,7,0,2337.3955,0.00383,1,0.0
2754,6264704,3518336,129.736992,129.728842,-23.616444,-23.617722,5.457,5.445,28.044,128.593,18.078,9.819,0.0016,0.0004,18.041,10.107,0.017,0.001,18.106,9.408,0.031,0.001,-39.892,-39.641,0.261,0.061,33.139,32.817,0.207,0.052,0.0,0.0,0.0,0.0,17.965,0.0,18.191,0.0,18.402,0.0,18.558,0.0,0.003,0.0,0.01,0.0,0.005,0.0,0.022,0.0,2.278,0.0,1.588,0.0,1.997,0.0,0.281,0.0,-0.798,0.0,6.618,0.0,0.044,0.0,0.611,0.0,0.122,0.0,0.609,0.0,0.009,0.0,0.635,0.0,0.016,0.0,0.01,0.0,7,0,4998.7832,0.00758,1,0.01
2755,87040,86016,137.90865,137.903101,72.546698,72.544138,5.328,5.448,26.282,40.217,18.802,18.016,0.0023,0.0016,18.78,19.683,0.025,0.047,18.665,16.764,0.021,0.004,-64.281,-64.781,0.292,0.193,-89.274,-88.871,0.405,0.285,0.0,0.0,0.0,0.0,18.744,0.0,18.871,0.0,19.038,0.0,19.209,0.0,0.007,0.0,0.015,0.0,0.008,0.0,0.016,0.0,1.118,0.0,3.102,0.0,0.344,0.0,0.774,0.0,-0.706,0.0,6.509,0.0,0.039,0.0,0.07,0.0,0.222,0.0,0.089,0.0,0.054,0.0,0.64,0.0,0.054,0.0,0.011,0.0,7,0,2063.3799,0.00305,1,0.0
2756,959104,2299904,2.657926,2.65731,46.18453,46.185779,5.225,5.481,28.058,30.48,18.6,18.442,0.0021,0.0019,18.544,20.194,0.02,0.059,18.517,17.114,0.018,0.01,44.51,45.137,0.278,0.256,-13.658,-14.987,0.172,0.163,0.0,0.0,0.0,0.0,18.558,0.0,18.657,0.0,18.831,0.0,18.983,0.0,0.017,0.0,0.008,0.0,0.008,0.0,0.014,0.0,1.659,0.0,2.069,0.0,1.09,0.0,0.569,0.0,-0.797,0.0,6.557,0.0,0.037,0.0,0.49,0.0,0.269,0.0,0.518,0.0,0.042,0.0,0.652,0.0,0.066,0.0,0.011,0.0,7,0,909.6965,0.00132,1,0.0
2757,2808192,2807168,88.86683,88.874122,-28.060977,-28.063915,5.491,5.487,27.217,307.133,18.883,14.03,0.0025,0.0003,18.912,14.895,0.023,0.002,18.654,13.121,0.045,0.001,-2.179,-1.898,0.269,0.022,33.146,33.149,0.343,0.027,0.0,0.0,0.0,0.0,18.853,0.0,18.933,0.0,19.087,0.0,19.239,0.0,0.011,0.0,0.009,0.0,0.007,0.0,0.032,0.0,1.206,0.0,3.285,0.0,0.298,0.0,0.908,0.0,-0.62,0.0,6.426,0.0,0.051,0.0,0.052,0.0,0.161,0.0,0.061,0.0,0.02,0.0,0.658,0.0,0.007,0.0,0.011,0.0,7,0,4638.279,0.00707,1,0.009
2758,529664,2463104,73.128027,73.137449,-26.663859,-26.674841,5.299,5.562,20.867,250.705,19.154,11.806,0.0025,0.0002,19.255,12.269,0.029,0.001,18.912,11.211,0.034,0.001,49.835,49.138,0.347,0.03,19.383,19.677,0.536,0.04,0.0,66.021,0.0,0.968,19.213,0.0,19.147,0.0,19.199,0.0,19.306,0.0,0.011,0.0,0.011,0.0,0.006,0.0,0.043,0.0,2.089,0.0,2.026,0.0,1.128,0.0,0.96,0.0,-0.687,0.0,6.372,0.0,0.082,0.0,0.331,0.0,0.148,0.0,0.34,0.0,0.017,0.0,0.653,0.0,0.008,0.0,0.01,0.0,7,0,9400.1647,0.01384,1,0.078
2759,5917056,6297088,308.629328,308.624403,18.693644,18.687998,5.943,5.576,36.679,77.709,18.045,15.847,0.0016,0.0007,17.989,17.15,0.011,0.009,18.135,14.71,0.014,0.003,-0.96,-0.993,0.207,0.1,-8.886,-8.168,0.187,0.156,0.0,0.0,0.0,0.0,17.914,0.0,18.175,0.0,18.45,0.0,18.696,0.0,0.005,0.0,0.005,0.0,0.005,0.0,0.008,0.0,0.756,0.0,2.751,0.0,0.474,0.0,0.282,0.0,-0.723,0.0,6.519,0.0,0.035,0.0,0.125,0.0,0.161,0.0,0.127,0.0,0.011,0.0,0.64,0.0,0.028,0.0,0.009,0.0,7,0,4436.7278,0.00732,1,0.008
2760,747776,548480,324.08988,324.083783,11.624,11.625266,5.714,5.591,22.361,137.278,18.386,12.769,0.0022,0.0012,18.35,13.36,0.018,0.004,18.363,12.058,0.029,0.003,9.781,9.603,0.385,0.058,-30.548,-31.488,0.433,0.062,0.0,-9.614,0.0,3.083,18.305,0.0,18.476,0.0,18.668,0.0,18.868,0.0,0.004,0.0,0.005,0.0,0.006,0.0,0.008,0.0,1.344,0.0,2.189,0.0,0.888,0.0,0.457,0.0,-0.731,0.0,6.563,0.0,0.043,0.0,0.249,0.0,0.118,0.0,0.25,0.0,0.009,0.0,0.648,0.0,0.016,0.0,0.011,0.0,7,0,3846.2514,0.0061,1,0.006
2761,1594496,2589184,256.20335,256.201911,4.379628,4.379798,5.946,5.608,35.535,26.225,18.231,18.646,0.0016,0.002,18.292,20.518,0.016,0.103,18.108,17.303,0.024,0.008,-46.999,-47.719,0.317,0.401,-49.245,-49.213,0.248,0.312,0.0,0.0,0.0,0.0,18.235,0.0,18.283,0.0,18.423,0.0,18.562,0.0,0.004,0.0,0.005,0.0,0.005,0.0,0.01,0.0,6.825,0.0,1.098,0.0,6.373,0.0,0.452,0.0,-0.856,0.0,6.399,0.0,0.091,0.0,2.85,0.0,0.163,0.0,2.865,0.0,0.022,0.0,0.622,0.0,0.051,0.0,0.009,0.0,7,0,874.9329,0.00145,1,0.0
2762,1951616,523520,113.06521,113.064117,18.061804,18.061047,5.412,5.612,22.344,28.832,18.548,18.109,0.0031,0.0022,18.419,19.535,0.033,0.082,18.434,16.833,0.025,0.008,-57.646,-58.326,0.419,0.351,-88.745,-87.811,0.358,0.307,0.0,0.0,0.0,0.0,18.531,0.0,18.607,0.0,18.744,0.0,18.905,0.0,0.007,0.0,0.004,0.0,0.013,0.0,0.006,0.0,1.887,0.0,1.966,0.0,1.268,0.0,0.619,0.0,-0.758,0.0,6.392,0.0,0.04,0.0,0.545,0.0,0.273,0.0,0.581,0.0,0.049,0.0,0.644,0.0,0.074,0.0,0.01,0.0,7,0,854.8441,0.00129,1,0.0
2763,92416,710784,168.484068,168.483049,10.734815,10.732313,5.638,5.612,41.197,124.74,17.473,11.292,0.0019,0.0004,17.41,11.673,0.011,0.002,17.558,10.768,0.022,0.001,-53.989,-54.731,0.336,0.108,-99.511,-99.464,0.216,0.062,0.0,59.795,0.0,0.513,17.312,0.0,17.54,0.0,17.8,0.0,18.021,0.0,0.006,0.0,0.006,0.0,0.015,0.0,0.016,0.0,5.55,0.0,1.153,0.0,5.373,0.0,0.177,0.0,-0.801,0.0,6.301,0.0,0.069,0.0,2.344,0.0,0.138,0.0,2.341,0.0,0.007,0.0,0.599,0.0,0.018,0.0,0.008,0.0,7,0,1720.514,0.00269,1,0.0
2764,573440,2282368,210.9305,210.930254,-1.83628,-1.837225,5.592,5.616,20.319,27.385,18.977,18.46,0.0037,0.0029,19.025,20.256,0.044,0.08,18.704,17.148,0.022,0.01,-13.502,-13.446,0.542,0.394,-27.267,-27.121,0.496,0.315,0.0,0.0,0.0,0.0,18.991,0.0,19.007,0.0,19.073,0.0,19.202,0.0,0.004,0.0,0.003,0.0,0.005,0.0,0.008,0.0,2.357,0.0,1.812,0.0,1.573,0.0,0.784,0.0,-0.744,0.0,6.465,0.0,0.058,0.0,0.693,0.0,0.271,0.0,0.738,0.0,0.062,0.0,0.635,0.0,0.076,0.0,0.01,0.0,7,0,628.5157,0.00098,1,0.0
2765,213632,947968,185.758054,185.751675,70.466468,70.449806,5.757,5.672,21.624,292.443,19.329,11.494,0.0032,0.0002,19.465,11.906,0.034,0.001,19.065,10.945,0.036,0.001,-95.526,-95.88,0.53,0.038,-15.174,-15.012,0.391,0.034,0.0,-5.907,0.0,0.433,19.396,0.0,19.318,0.0,19.397,0.0,19.483,0.0,0.006,0.0,0.011,0.0,0.014,0.0,0.018,0.0,1.732,0.0,2.817,0.0,0.443,0.0,1.289,0.0,-0.692,0.0,6.294,0.0,0.072,0.0,0.09,0.0,0.135,0.0,0.103,0.0,0.031,0.0,0.659,0.0,0.008,0.0,0.009,0.0,7,0,10503.6634,0.0168,1,0.09
2766,381568,381440,147.736387,147.750954,23.674545,23.669215,5.327,5.677,28.562,54.378,17.244,11.375,0.0024,0.0008,17.11,11.813,0.012,0.002,17.438,10.803,0.014,0.001,4.48,4.039,0.251,0.152,-5.626,-5.674,0.224,0.12,0.0,-22.371,0.0,2.118,17.057,0.0,17.407,0.0,17.723,0.0,17.987,0.0,0.006,0.0,0.004,0.0,0.004,0.0,0.01,0.0,0.615,0.0,2.651,0.0,0.525,0.0,0.09,0.0,-0.757,0.0,6.328,0.0,0.049,0.0,0.16,0.0,0.214,0.0,0.162,0.0,0.007,0.0,0.663,0.0,0.04,0.0,0.009,0.0,7,0,9709.8074,0.01437,1,0.082
2767,48128,45440,218.482275,218.485858,24.869154,24.85283,5.688,5.69,31.709,26.352,18.007,18.133,0.0019,0.0019,17.998,19.853,0.019,0.039,18.022,16.832,0.016,0.006,-35.383,-35.917,0.316,0.345,7.892,7.707,0.375,0.407,0.0,0.0,0.0,0.0,17.9,0.0,18.094,0.0,18.313,0.0,18.524,0.0,0.006,0.0,0.006,0.0,0.006,0.0,0.005,0.0,1.359,0.0,2.131,0.0,0.992,0.0,0.367,0.0,-0.778,0.0,6.334,0.0,0.059,0.0,0.386,0.0,0.259,0.0,0.404,0.0,0.03,0.0,0.65,0.0,0.067,0.0,0.009,0.0,7,0,10535.2368,0.01664,1,0.091
2768,561408,268928,159.100558,159.101161,-26.458823,-26.458278,6.516,5.745,23.252,37.463,18.617,17.68,0.0027,0.0013,18.656,19.205,0.023,0.019,18.336,16.436,0.04,0.006,-32.371,-33.185,0.494,0.281,-62.282,-61.983,0.39,0.216,0.0,0.0,0.0,0.0,18.591,0.0,18.654,0.0,18.745,0.0,18.846,0.0,0.011,0.0,0.011,0.0,0.022,0.0,0.006,0.0,4.86,0.0,1.267,0.0,4.264,0.0,0.595,0.0,-0.787,0.0,6.408,0.0,0.077,0.0,2.211,0.0,0.199,0.0,2.233,0.0,0.032,0.0,0.631,0.0,0.056,0.0,0.01,0.0,7,0,423.8529,0.00077,1,0.0
2769,552192,1051008,18.203622,18.19511,-22.654503,-22.654441,5.843,5.746,21.568,234.708,19.002,14.203,0.0023,0.0003,19.104,15.103,0.014,0.001,18.764,13.273,0.018,0.001,-39.468,-39.41,0.531,0.051,-74.366,-74.533,0.427,0.034,0.0,0.0,0.0,0.0,19.066,0.0,19.032,0.0,19.049,0.0,19.152,0.0,0.011,0.0,0.008,0.0,0.015,0.0,0.021,0.0,2.417,0.0,1.795,0.0,1.494,0.0,0.923,0.0,-0.752,0.0,6.26,0.0,0.064,0.0,0.405,0.0,0.128,0.0,0.412,0.0,0.013,0.0,0.635,0.0,0.009,0.0,0.008,0.0,7,0,4839.8458,0.00786,1,0.009
2770,548992,396544,26.966077,26.964448,1.661463,1.660281,5.876,5.771,45.595,53.566,17.045,16.85,0.0023,0.0014,16.939,18.118,0.009,0.029,17.172,15.73,0.007,0.004,50.515,51.382,0.247,0.207,46.155,46.548,0.191,0.168,0.0,0.0,0.0,0.0,16.874,0.0,17.172,0.0,17.476,0.0,17.717,0.0,0.004,0.0,0.005,0.0,0.003,0.0,0.007,0.0,4.648,0.0,1.23,0.0,4.559,0.0,0.088,0.0,-0.762,0.0,6.248,0.0,0.049,0.0,2.293,0.0,0.16,0.0,2.292,0.0,0.006,0.0,0.604,0.0,0.039,0.0,0.007,0.0,7,0,1232.8028,0.00201,1,0.0
2771,1348608,1348480,238.319814,238.32264,34.189047,34.192013,5.921,5.819,63.53,165.598,17.464,15.018,0.0013,0.0004,17.385,16.156,0.012,0.004,17.549,13.963,0.01,0.001,-21.788,-22.514,0.141,0.051,12.149,11.366,0.216,0.078,0.0,0.0,0.0,0.0,17.341,0.0,17.598,0.0,17.851,0.0,18.08,0.0,0.011,0.0,0.004,0.0,0.004,0.0,0.008,0.0,2.802,0.0,1.446,0.0,2.614,0.0,0.188,0.0,-0.75,0.0,6.265,0.0,0.034,0.0,0.883,0.0,0.117,0.0,0.882,0.0,0.005,0.0,0.611,0.0,0.013,0.0,0.008,0.0,7,0,2296.2284,0.00378,1,0.0
2772,738944,4515968,300.536102,300.526363,61.518678,61.51969,5.985,5.832,38.305,155.364,18.335,15.596,0.0015,0.0006,18.37,16.87,0.015,0.004,18.25,14.47,0.019,0.001,-30.728,-30.574,0.311,0.078,-33.871,-33.669,0.368,0.078,0.0,0.0,0.0,0.0,18.307,0.0,18.398,0.0,18.542,0.0,18.716,0.0,0.003,0.0,0.006,0.0,0.003,0.0,0.012,0.0,7.102,0.0,1.069,0.0,6.666,0.0,0.436,0.0,-0.772,0.0,6.546,0.0,0.053,0.0,2.318,0.0,0.093,0.0,2.319,0.0,0.006,0.0,0.605,0.0,0.014,0.0,0.009,0.0,7,0,2858.8523,0.00475,1,0.002
2773,492672,492544,31.415015,31.417264,2.662294,2.664112,6.198,5.836,53.124,73.698,17.224,15.454,0.0019,0.0009,17.126,16.79,0.011,0.006,17.309,14.306,0.016,0.002,-33.286,-31.917,0.222,0.144,22.177,21.107,0.157,0.099,0.0,0.0,0.0,0.0,17.054,0.0,17.355,0.0,17.634,0.0,17.864,0.0,0.003,0.0,0.005,0.0,0.004,0.0,0.007,0.0,4.51,0.0,1.237,0.0,4.388,0.0,0.121,0.0,-0.775,0.0,6.27,0.0,0.043,0.0,1.984,0.0,0.14,0.0,1.982,0.0,0.007,0.0,0.643,0.0,0.028,0.0,0.008,0.0,7,0,1678.6265,0.00289,1,0.0
2774,23296,22272,30.375404,30.374561,37.871665,37.867748,5.855,5.854,30.185,43.576,18.434,17.76,0.0027,0.0017,18.384,19.649,0.043,0.049,18.317,16.457,0.02,0.004,-18.82,-18.824,0.361,0.238,-19.308,-19.732,0.381,0.269,0.0,0.0,0.0,0.0,18.406,0.0,18.508,0.0,18.678,0.0,18.822,0.0,0.006,0.0,0.006,0.0,0.005,0.0,0.019,0.0,1.512,0.0,2.199,0.0,0.905,0.0,0.607,0.0,-0.7,0.0,6.339,0.0,0.026,0.0,0.281,0.0,0.203,0.0,0.301,0.0,0.034,0.0,0.638,0.0,0.048,0.0,0.01,0.0,7,0,2443.1224,0.00397,1,0.0
2775,55424,847360,214.34514,214.34551,63.064706,63.062656,5.936,5.864,51.606,221.886,17.982,14.95,0.0028,0.0005,18.014,16.109,0.018,0.004,17.96,13.885,0.017,0.001,62.67,62.928,0.268,0.059,-54.828,-54.559,0.183,0.042,0.0,0.0,0.0,0.0,17.912,0.0,18.06,0.0,18.242,0.0,18.437,0.0,0.021,0.0,0.008,0.0,0.005,0.0,0.01,0.0,2.262,0.0,1.651,0.0,1.823,0.0,0.439,0.0,-0.761,0.0,6.207,0.0,0.048,0.0,0.509,0.0,0.124,0.0,0.508,0.0,0.006,0.0,0.643,0.0,0.01,0.0,0.009,0.0,7,0,1247.2482,0.00206,1,0.0
2776,2049152,2049280,248.77155,248.767095,32.253264,32.249505,5.982,5.869,62.141,423.981,17.726,13.704,0.0014,0.0002,17.703,14.5,0.008,0.002,17.75,12.843,0.012,0.001,-58.651,-58.917,0.161,0.023,12.483,12.719,0.197,0.028,0.0,0.0,0.0,0.0,17.613,0.0,17.819,0.0,18.044,0.0,18.26,0.0,0.003,0.0,0.004,0.0,0.004,0.0,0.006,0.0,2.157,0.0,1.616,0.0,1.868,0.0,0.289,0.0,-0.804,0.0,6.24,0.0,0.056,0.0,0.468,0.0,0.083,0.0,0.466,0.0,0.007,0.0,0.635,0.0,0.005,0.0,0.008,0.0,7,0,3202.9023,0.00532,1,0.004
2777,987008,986240,23.475369,23.471493,-17.437894,-17.423541,6.052,5.881,33.3,22.088,17.992,18.144,0.0017,0.0018,18.01,19.877,0.017,0.078,17.993,16.832,0.015,0.012,50.82,51.667,0.378,0.42,11.609,11.433,0.143,0.173,0.0,0.0,0.0,0.0,17.892,0.0,18.054,0.0,18.282,0.0,18.493,0.0,0.011,0.0,0.008,0.0,0.009,0.0,0.009,0.0,1.079,0.0,2.504,0.0,0.626,0.0,0.452,0.0,-0.732,0.0,6.161,0.0,0.064,0.0,0.204,0.0,0.232,0.0,0.225,0.0,0.035,0.0,0.646,0.0,0.061,0.0,0.008,0.0,7,0,8816.1583,0.01482,1,0.071
2778,472832,472576,157.984206,157.989066,69.109527,69.109367,6.094,5.885,43.564,41.287,18.121,18.111,0.0019,0.0018,18.063,19.787,0.018,0.051,18.076,16.864,0.03,0.005,-22.342,-22.624,0.201,0.202,7.556,6.926,0.258,0.259,0.0,0.0,0.0,0.0,18.048,0.0,18.212,0.0,18.404,0.0,18.624,0.0,0.009,0.0,0.017,0.0,0.007,0.0,0.023,0.0,1.034,0.0,2.691,0.0,0.515,0.0,0.519,0.0,-0.694,0.0,6.197,0.0,0.035,0.0,0.145,0.0,0.22,0.0,0.161,0.0,0.032,0.0,0.637,0.0,0.05,0.0,0.011,0.0,7,0,1028.0417,0.00174,1,0.0
2779,974208,974336,152.077267,152.068593,56.788458,56.780056,5.964,5.91,53.882,194.553,17.601,10.475,0.0014,0.0003,17.536,10.793,0.01,0.001,17.681,10.018,0.018,0.001,42.586,42.912,0.148,0.048,-4.509,-4.737,0.245,0.053,0.0,-49.693,0.0,2.559,17.455,0.0,17.714,0.0,17.983,0.0,18.228,0.0,0.003,0.0,0.004,0.0,0.005,0.0,0.005,0.0,1.118,0.0,2.203,0.0,0.865,0.0,0.253,0.0,-0.753,0.0,6.161,0.0,0.027,0.0,0.241,0.0,0.106,0.0,0.24,0.0,0.005,0.0,0.647,0.0,0.011,0.0,0.005,0.0,7,0,5826.3985,0.00965,1,0.026
2780,1009024,1002112,186.358109,186.363686,-17.106411,-17.11225,6.13,5.949,33.425,80.66,18.241,16.12,0.0016,0.0007,18.257,17.424,0.01,0.005,18.127,14.986,0.012,0.002,-47.858,-48.246,0.334,0.133,-123.375,-123.245,0.223,0.089,0.0,0.0,0.0,0.0,18.219,0.0,18.285,0.0,18.442,0.0,18.592,0.0,0.009,0.0,0.012,0.0,0.005,0.0,0.007,0.0,2.888,0.0,1.496,0.0,2.359,0.0,0.528,0.0,-0.766,0.0,6.236,0.0,0.05,0.0,0.752,0.0,0.12,0.0,0.758,0.0,0.014,0.0,0.633,0.0,0.025,0.0,0.008,0.0,7,0,4643.0777,0.00791,1,0.009
2781,1321472,2318592,5.668195,5.816272,78.603421,78.598297,6.537,5.966,20.973,123.842,19.405,16.089,0.0042,0.0009,19.509,17.484,0.047,0.008,19.14,14.931,0.046,0.002,116.835,118.642,0.724,0.104,-7.773,-6.956,0.442,0.08,0.0,0.0,0.0,0.0,19.457,0.0,19.389,0.0,19.464,0.0,19.581,0.0,0.033,0.0,0.013,0.0,0.016,0.0,0.011,0.0,6.234,0.0,1.203,0.0,5.527,0.0,0.707,0.0,-0.887,0.0,6.947,0.0,0.091,0.0,3.195,0.0,0.288,0.0,3.212,0.0,0.028,0.0,0.625,0.0,0.018,0.0,0.036,0.0,7,0,16362.9514,0.02971,1,0.158
2782,650368,649344,338.413182,338.424993,-11.323064,-11.325017,6.149,5.975,20.287,48.401,18.685,17.466,0.0037,0.002,18.745,19.174,0.04,0.027,18.477,16.205,0.03,0.007,34.173,33.85,0.425,0.211,14.8,14.814,0.408,0.194,0.0,0.0,0.0,0.0,18.693,0.0,18.708,0.0,18.798,0.0,18.906,0.0,0.007,0.0,0.005,0.0,0.006,0.0,0.009,0.0,2.523,0.0,1.682,0.0,1.807,0.0,0.716,0.0,-0.743,0.0,6.277,0.0,0.072,0.0,0.621,0.0,0.187,0.0,0.642,0.0,0.033,0.0,0.629,0.0,0.046,0.0,0.01,0.0,7,0,6876.0316,0.01174,1,0.044
2783,780288,1080320,245.053572,245.02183,68.423312,68.415838,6.014,5.982,36.497,314.735,18.683,11.228,0.0024,0.0005,18.775,11.6,0.027,0.002,18.515,10.719,0.028,0.001,-9.253,-9.052,0.303,0.032,22.774,23.119,0.338,0.038,0.0,0.542,0.0,0.616,18.713,0.0,18.718,0.0,18.852,0.0,18.925,0.0,0.005,0.0,0.009,0.0,0.013,0.0,0.016,0.0,1.904,0.0,2.018,0.0,1.127,0.0,0.777,0.0,-0.706,0.0,6.224,0.0,0.055,0.0,0.322,0.0,0.134,0.0,0.328,0.0,0.012,0.0,0.634,0.0,0.007,0.0,0.01,0.0,7,0,8297.5988,0.01386,1,0.065
2784,1977344,1977216,201.29019,201.286696,35.184783,35.184218,6.113,6.009,31.96,39.763,18.317,17.715,0.0017,0.001,18.315,19.322,0.01,0.018,18.176,16.448,0.014,0.003,-14.54,-14.206,0.225,0.194,-16.631,-15.57,0.151,0.116,0.0,0.0,0.0,0.0,18.269,0.0,18.357,0.0,18.478,0.0,18.65,0.0,0.012,0.0,0.005,0.0,0.006,0.0,0.008,0.0,2.046,0.0,1.858,0.0,1.431,0.0,0.615,0.0,-0.715,0.0,6.141,0.0,0.043,0.0,0.498,0.0,0.205,0.0,0.522,0.0,0.036,0.0,0.649,0.0,0.056,0.0,0.006,0.0,7,0,1713.7869,0.00291,1,0.0
